Factor	2-amino-2-methylpropanoic_acid	2-hydroxycinnamic_acid	2-hydroxyphenylacetic_acid	2-methylmaleic_acid	2-oxovaleric_acid	2-quinolinecarboxylic_acid	2_3-dihydroxybenzoic_acid	2_3cyclic_AMP	2_5-dihydroxybenzoic_acid	2deoxyadenosine	2deoxyguanosine	3-dehydroshikimic_acid	3-hydroxybenzoic_acid	3-hydroxykynurenine	3-methoxy-4-hydroxymandelic_acid	3-methyglutaric_acid	3-methyladenine	3_4-dihydroxybenzoic_acid	32-hydroxyphenyl_propanoic_acid	4-coumaric_acid	4-guanidinobutanoic_acid	4-hydroxy-2-quinolinecarboxylic_acid	4-hydroxybenzoic_acid	4-pyridoxic_acid	5-oxo-proline	5deoxyadenosine	5methylthioadenosine	6-hydroxynicotinic_acid	abscisic_acid	adenine	adenosine	alanine	allantoin	allothreonine	alpha-aminoadipic_acid	arabitol	asparagine	aspartic_acid	azelaic_acid	betaine	biotin	bis_3-aminopropyl_amine	caffeic_acid	carnitine	cellobiose	chenodeoxycholic_acid	chlorogenic_acid	choline_o-sulfuric_acid	creatinine	cytidine	cytidine_2_3cyclic_mono-phosphoric_acid	cytosine	deoxycarnitine	deoxycytidine	deoxyuridine	ectoine	epinephrine	erythritol	ethylmalonic_acid	ferulic_acid	fumaric_acid	galactaric_acid	galactitol	galacturonic_acid	gluconic_acid	glucuronic_acid	glutamic_acid	glutamine	glyceraldehyde	glyceric_acid	guanidinoacetic_acid	guanine	guanosine	guanosine_3_5cyclic_monophosphoric_acid	gulonic_acid_gama-lactone	hippuric_acid	histidine	homoserine	hypoxanthine	indole-3-acetic_acid	inosine	isoleucine	isonicotinic_acid	itaconic_acid	lactic_acid	lactose	leucine	maleic_acid	malic_acid	malonic_acid	maltose	mannitol	melibiose	methionine	methyl_beta-galactoside	mevalonic_acid	myo-inositol	N-acetyl-alanine	N-acetyl-galactosamine	N-acetyl-glucosamine	N-acetyl-glutamic_acid	N-acetyl-leucine	N-acetyl-mannosamine	N-acetyl-phenylalanine	N-acetyl-serine	n-acetyl-tryptophan	N-acetylputrescine	N-alpha-acetyl-lysine	N-trimethyllysine	nicotinamide	nicotinic_acid	norleucine	norvaline	o-acetyl-serine	ophthalmic_acid	orotic_acid	palatinose	pantothenic_acid	phenylalanine	pipecolic_acid	proline	pyridoxine	pyruvic_acid	quinic_acid	raffinose	ribitol	riboflavin	S5adenosylmethionine	saccharic_acid	salicylic_acid	serine	shikimic_acid	sn-glycero-3-phosphocholine	sorbitol	sphingomyelin	stachyose	sucrose	syringic_acid	taurine	threonine	thymidine	trans-cinnamic_acid	trehalose	trigonelline	tryptophan	tyramine	tyrosine	uracil	uric_acid	uridine	valine	vanillic_acid	xanthine	xanthurenic_acid	xylitol	1-methyl-6_7-dihydroxy-1_2_3_4-tetrahydroisoquinoline	1_2-dipalmitoyl-rac-glycero-3-phosphoethanolamine	2-phosphoglyceric_acid	4-acetamidobutanoic_acid	4-aminobutanoic_acid	5-methylcytosine	isocitric_acid	lysine	ornithine	suberic_acid	trans-4-hydroxyproline	tryptamine	3-hydroxybutanoic_acid	arginine	citrulline	thymine	phenethylamine
Leaves	4.561565479	7.39836878	5.814322028	6.132350321	6.043783774	4.724290683	6.608939581	NA	6.433333148	5.721062707	4.634833627	6.556508209	7.233643385	4.599854583	5.701948138	5.409071502	5.892718938	6.608939581	6.149626103	6.688066085	7.061271004	5.741003866	7.134587957	7.338159027	5.930824919	5.077528262	6.85953603	NA	6.206733217	8.030319743	8.2933506	6.358239845	5.34537608	5.777348868	5.542422415	6.837769431	5.004606038	6.469901285	NA	8.476585558	5.683018336	7.820156342	6.665836976	6.922514533	7.49939097	5.321831973	8.69138863	7.764207121	NA	6.114101629	4.693079667	6.244792646	5.643215639	NA	NA	4.435610663	6.026151246	5.387040066	5.663031369	7.36889418	6.396569826	6.721283142	7.258704859	5.104880215	7.108519052	6.77471517	7.30968557	7.161052893	6.291626066	7.463559063	4.927214545	6.37743052	6.060358687	NA	5.988475469	4.270797233	5.248640155	4.386312815	5.759575183	NA	5.794796343	6.987062627	4.900666798	7.187101819	6.291626066	7.283961309	6.987062627	6.512465293	7.085098437	6.752589018	6.414024554	7.917379392	6.577766231	4.978753131	5.432003964	5.562307486	8.581631841	5.623080924	6.22668726	5.593107168	6.263325077	NA	5.593107168	4.785827534	5.366469944	4.813598904	5.131521588	4.952358333	5.852747044	5.028403363	5.455090156	6.987062627	6.534792808	5.051886497	5.949624047	4.871768869	7.708170316	6.879532251	7.615267461	5.969742281	6.319864971	6.795550911	6.81611645	8.995890134	8.115641289	7.534824273	5.156460275	4.756956124	6.721283142	7.659982054	6.188338479	7.210142959	6.64240795	7.917379392	4.332912484	7.573347984	9.305196837	5.5208937	5.476451815	6.943773969	NA	5.872437732	6.491065246	8.813609505	7.037131393	5.226004468	5.833860951	4.179156711	4.842345283	6.167120142	6.901112931	5.912475815	5.202972632	6.007332657	7.429066025	4.520178677	4.664992288	6.452086207	5.179974171	5.498197144	NA	8.382088209	6.339149809	6.076790239	6.094897378	5.27333744	4.478349179	NA	8.203584916	NA	NA	5.297245869
Leaves	4.868542534	7.34269344	5.961233151	6.441417872	5.806900279	4.839391463	6.467908943	NA	6.310040715	5.980490934	4.51852216	6.94927184	7.263335879	4.270371512	5.536411837	NA	5.826705004	6.467908943	6.104812288	6.781618312	7.433957524	6.403934471	7.018079733	7.313976373	5.845144369	5.316452307	6.865279496	NA	6.017986437	7.957128529	8.208253425	6.717633531	5.07309921	5.734076186	5.714482479	6.801604751	5.244127796	6.673395118	NA	8.297404357	5.556509313	8.036005625	6.844158271	6.65074462	7.50381975	6.347731389	8.81506844	7.14018997	5.127056461	5.923435816	4.385308333	6.197324709	5.884485034	4.434458875	NA	4.559816493	6.086095858	5.449263101	5.492255199	7.577911979	6.123804968	6.896260619	7.214560889	5.425886433	7.166576139	6.970642663	7.468467983	6.928195096	NA	7.191637676	4.975254088	5.904632652	6.235423553	NA	5.941738448	4.332204728	5.403693771	4.632924988	5.67642803	4.663173282	5.597081515	7.066655024	4.754487964	7.238035728	NA	7.373493622	7.102026543	6.272389785	6.992476701	6.053115913	6.385761129	7.797497912	6.585478317	4.721734658	5.175708337	5.292163728	8.479708243	5.576689871	6.366636682	5.646746972	6.177818041	5.100351594	5.646746972	4.783362301	5.514613706	4.477080913	5.864564884	4.8974695	6.422101026	5.048056739	5.001089865	7.102026543	6.499781335	5.381604479	6.035936182	4.949233909	7.712810673	6.627516512	7.664499431	6.216720641	6.606042346	6.748702907	6.253287508	8.996921519	8.120836728	7.886715376	5.198643763	4.810850761	6.896260619	7.539389701	6.141288738	7.619997367	6.520282878	7.797497912	5.221503504	7.402815326	9.305196837	5.361834933	4.924144604	6.822420392	NA	5.616637771	6.328195199	8.693374854	6.543481543	5.771025534	6.068682902	NA	5.340299117	5.788173085	6.695740935	5.999112673	5.268193112	6.564355791	7.288098349	4.691179542	5.024998641	5.753108915	NA	5.470923614	NA	8.385394621	6.290885114	7.04282309	6.158510517	6.748702907	4.179156711	4.597979471	8.584258962	NA	5.152209718	5.695775272
Leaves	5.021638576	7.508148949	5.933838654	6.486383499	5.782007057	4.984783451	6.603162463	NA	6.243996293	5.972511032	4.63103209	6.028068547	7.196070471	NA	5.799818471	5.610670104	5.896688933	6.603162463	6.167228733	7.048462615	6.658822332	5.746628098	7.07211022	7.407308219	6.045415669	5.147971407	6.998058893	5.311141049	6.337044222	8.125906545	8.482769775	7.119755744	5.443431594	4.984783451	5.287146188	6.850460469	5.356966885	6.933732232	NA	8.388634929	5.419760099	8.041547879	7.024168789	6.529323379	7.2678607	5.194326584	8.301370337	7.774093671	5.398333704	6.26221662	NA	6.149945696	5.486307127	4.596119967	NA	4.269950735	6.077991286	5.376627358	5.764681881	7.829041853	6.551403339	6.197212104	7.347516876	5.095876543	7.171961845	6.724523486	7.582371988	6.912713453	6.880844559	7.21887959	4.836454952	6.828903898	6.318178057	NA	6.09594912	4.331504741	5.06907728	4.808120015	5.91596167	4.43331857	6.009640562	7.095519029	5.12260199	7.543851097	6.880844559	7.242329666	6.692040207	6.393872799	7.292145045	6.572297391	6.449047162	7.927363258	6.807917019	4.558082569	5.570734466	5.72712547	8.81650423	5.530384692	6.411085961	5.698776338	6.061631958	4.921091834	5.698776338	4.946126572	5.171454644	4.516880256	5.239625715	4.719471702	5.876544767	5.334998927	5.550851362	6.692040207	6.954633109	4.865333089	5.990993069	4.752005106	7.438734033	6.299801648	7.318326759	6.374923647	6.465932652	6.766308667	6.787883974	8.997937533	8.212814488	7.668914352	5.85702296	4.894289152	6.197212104	7.377997823	6.281102185	7.145651509	5.819261241	7.927363258	4.179156711	7.717344521	9.305196837	5.465395019	5.669879343	6.975980199	4.475824954	6.132903168	6.429951613	8.586837537	6.35600657	5.044645114	5.952664221	NA	4.689295125	6.744831252	6.635568591	6.114953197	5.630666672	5.838160529	7.624617772	4.384314201	4.661369648	5.263052991	5.508322305	5.217012909	4.780914268	8.69532722	6.507944194	6.226109951	NA	5.590990295	NA	NA	7.473261314	NA	NA	5.650205936
Roots	5.379792811	8.079834689	5.627049756	5.806647805	6.081401568	NA	6.679452337	4.613359581	6.880411245	6.7257515	5.426530787	5.563416202	6.902992686	4.3380957	5.709051077	5.827486615	4.93641066	6.336654188	5.359074337	6.770355549	6.316760491	4.803584997	6.925373119	6.356745997	6.993053913	4.864133856	7.121820796	5.10941926	6.56464368	7.725426258	8.988208821	7.201875789	6.046777408	6.277408301	5.137032164	NA	7.540888203	6.947594997	6.703188454	8.802698278	NA	7.673230482	6.859393913	6.435443867	6.496564582	NA	7.177215484	7.278740717	NA	6.02842176	NA	6.21886272	5.989112242	5.647907885	NA	5.68959273	4.532201503	4.977001579	5.606035036	7.429772019	6.970073019	4.725543326	7.305296111	5.053758279	6.5426333	6.51841775	7.786583022	7.581592316	7.083614814	5.259573178	4.179156711	6.376799197	6.297116395	NA	5.88860843	NA	5.909523487	5.787052708	5.928921097	4.678306927	6.157576043	7.226204047	5.496313741	6.454624748	7.083614814	6.238272911	6.803146564	6.198278425	7.397607948	6.063776309	5.54255705	8.311063491	6.139454064	6.415193907	4.648030823	5.335934098	7.994062179	5.285265963	6.257153329	5.759514815	5.029035056	4.833535531	5.759514815	4.774734183	5.51999723	NA	NA	NA	5.668714109	5.473687736	5.846982855	6.803146564	6.586861492	5.451056491	4.487587922	5.187009364	6.631497943	6.836623033	7.251819849	6.747410761	6.656054661	6.396803303	7.046054937	8.561754468	8.169641317	NA	5.162622111	NA	4.725543326	8.676456207	7.020148832	6.008879095	6.120943124	8.311063491	NA	7.46602825	9.305196837	5.867505528	5.235133634	7.334688281	NA	4.894849168	7.626323019	7.847278803	6.608524619	5.080857392	6.177818041	5.403112492	4.273923403	7.366657014	7.14927432	6.473935	5.584890194	4.393648337	7.503358314	4.574248389	6.100687638	NA	NA	5.729534156	4.93641066	8.452840525	NA	5.948500157	NA	5.310658306	4.444010176	5.004102735	7.916447481	5.210989699	NA	5.969477253
Roots	5.210989699	7.725426258	NA	5.867505528	5.909523487	5.473687736	6.608524619	5.285265963	6.679452337	NA	NA	5.451056491	6.792635838	4.574248389	5.88860843	5.989112242	5.004102735	6.139454064	5.627049756	6.925373119	6.586861492	4.894849168	6.993053913	6.21886272	6.747410761	4.709194104	6.947594997	NA	6.120943124	7.334688281	8.988208821	7.020148832	6.56464368	6.100687638	5.259573178	6.770355549	8.452840525	7.201875789	NA	8.676456207	4.774734183	7.540888203	6.703188454	6.631497943	6.02842176	NA	6.435443867	7.503358314	NA	6.277408301	5.137032164	6.157576043	5.709051077	4.3380957	NA	5.51999723	4.179156711	4.977001579	5.584890194	7.305296111	7.071157476	4.93641066	7.397607948	5.162622111	6.473935	6.396803303	7.916447481	7.626323019	6.825210503	5.496313741	4.613359581	6.5426333	6.454624748	5.426530787	6.046777408	NA	7.14927432	5.647907885	NA	4.833535531	5.948500157	7.278740717	5.606035036	6.415193907	6.825210503	5.827486615	7.108137541	6.297116395	7.366657014	5.806647805	5.235133634	8.125020783	6.238272911	6.198278425	4.444010176	5.403112492	7.673230482	5.187009364	6.081401568	5.778098631	5.053758279	4.678306927	5.778098631	4.648030823	5.359074337	4.273923403	NA	NA	6.336654188	5.729534156	5.68959273	7.108137541	6.656054661	5.335934098	4.743039003	5.846982855	6.316760491	6.880411245	7.046054937	6.356745997	6.7257515	6.376799197	6.902992686	8.356899338	7.994062179	NA	5.379792811	4.532201503	4.93641066	8.262232266	7.251819849	6.008879095	6.51841775	8.125020783	NA	7.177215484	9.305196837	6.063776309	4.803584997	7.226204047	NA	5.54255705	7.429772019	7.847278803	7.46602825	5.10941926	6.177818041	5.310658306	NA	7.581592316	6.970073019	6.496564582	5.563416202	4.487587922	7.786583022	NA	5.668714109	NA	NA	6.257153329	4.864133856	8.561754468	5.969477253	6.859393913	NA	5.029035056	4.393648337	5.080857392	8.802698278	5.749931512	NA	5.928921097
Roots	4.921091834	7.962806155	6.167228733	5.68959273	6.09594912	5.508322305	6.850460469	5.147971407	7.318326759	7.07211022	5.746628098	5.990993069	6.975980199	4.384314201	5.590990295	5.876544767	5.056765722	6.35600657	5.465395019	6.954633109	6.429951613	5.095876543	7.171961845	6.374923647	7.024168789	4.780914268	7.2678607	5.12260199	6.635568591	7.829041853	8.997937533	6.744831252	6.393872799	5.952664221	5.263052991	6.703188454	8.125906545	6.807917019	NA	8.482769775	4.865333089	7.582371988	6.998058893	6.465932652	6.787883974	NA	6.870865253	7.668914352	5.334998927	6.114953197	4.558082569	6.309241391	5.630666672	6.009640562	5.570734466	5.356966885	4.331504741	5.530384692	5.669879343	7.347516876	7.095519029	4.614052758	7.473261314	5.194326584	6.592993301	6.551403339	7.624617772	7.717344521	7.132504101	5.419760099	NA	6.507944194	6.252844268	4.661369648	6.411085961	4.894289152	5.764681881	5.486307127	6.337044222	4.719471702	6.206341887	7.438734033	5.782007057	6.572297391	7.132504101	6.529323379	7.230531201	6.449047162	7.377997823	6.226109951	5.819261241	8.755837473	6.132903168	6.045415669	4.752005106	5.550851362	8.212814488	5.311141049	6.252844268	5.847373335	4.971771174	4.997589761	5.847373335	4.808120015	5.217012909	NA	5.376627358	NA	5.707885701	5.91596167	6.028068547	7.230531201	6.724523486	5.056765722	4.179156711	5.398333704	6.891539232	6.912713453	7.292145045	6.828903898	6.486383499	6.658822332	6.933732232	8.388634929	8.301370337	NA	5.287146188	4.43331857	4.614052758	8.586837537	6.766308667	6.188222787	6.149945696	8.755837473	NA	7.508148949	9.305196837	5.972511032	4.946126572	7.048462615	5.72712547	5.610670104	7.892298351	7.407308219	6.680731311	5.021638576	6.061631958	5.799818471	4.269950735	7.543851097	7.196070471	6.61341622	5.933838654	4.516880256	7.774093671	4.689295125	5.896688933	NA	NA	5.650205936	5.239625715	NA	6.309241391	6.077991286	NA	4.836454952	4.475824954	5.171454644	8.041547879	5.443431594	NA	6.281102185
Rhizosphere	NA	5.816944192	NA	7.09309364	NA	NA	NA	4.335083691	NA	8.188892345	6.905047146	NA	NA	NA	4.525238013	NA	5.702185371	NA	5.662512779	NA	NA	NA	7.196653924	NA	NA	5.856030324	6.992757906	NA	7.415993679	7.558991595	8.57344457	NA	6.428481223	NA	5.26401646	NA	NA	NA	NA	NA	5.313640208	8.371750423	NA	NA	6.641150009	5.118529772	4.851312837	7.645775505	NA	5.4942365	NA	NA	NA	6.158055667	6.050040533	NA	4.179156711	4.910362655	NA	6.391197033	NA	NA	NA	NA	7.354429704	6.083733441	NA	NA	NA	4.732215615	NA	7.044389914	6.122413568	NA	5.975176114	NA	6.553812807	NA	6.013574895	5.778920309	6.509001932	NA	NA	NA	NA	6.818241081	NA	7.144637907	NA	NA	5.403410778	7.806455671	6.352144998	NA	5.16933227	NA	7.296206328	5.063683989	6.687766201	6.255113254	NA	NA	6.255113254	5.935299165	NA	NA	NA	NA	NA	6.596667847	NA	NA	NA	NA	NA	NA	6.313326323	5.216414931	5.621739731	NA	NA	NA	NA	4.670578774	7.48565899	NA	6.197789443	4.793328682	NA	NA	5.539422636	4.60557574	NA	7.806455671	NA	6.862432498	8.809088011	NA	NA	NA	7.244440825	5.360519001	9.305196837	NA	NA	NA	5.014967107	6.465670348	NA	8.014339314	NA	NA	NA	NA	NA	4.962446141	6.732174908	NA	5.896948783	NA	5.580641078	NA	NA	6.948456004	NA	4.439136727	NA	NA	6.776169677	5.74202829	5.450137431	NA
Rhizosphere	5.477557448	6.091674165	5.760869509	5.777451934	6.074923596	5.567663911	7.446582486	4.786322665	6.723424103	7.387892964	6.214317385	6.266688067	7.546479563	4.729352189	6.355345301	5.13414414	5.083945643	6.842325869	5.436409168	6.177818041	8.008103811	4.967047337	6.639171134	6.407787885	7.117903613	5.72496351	6.126976878	4.86640104	5.519157782	8.507853772	9.006443469	7.072959123	6.027752936	5.938572015	6.010319317	6.681870078	7.81569554	7.167216782	5.992665524	9.305196837	4.943036103	7.212364554	6.802356318	6.881231081	6.579018914	NA	7.14239112	8.166601788	5.059433453	7.47961916	5.793628757	6.302185246	6.468269987	6.468269987	5.373905923	6.66127865	4.179156711	5.596365341	5.311571617	6.232221234	7.512382099	4.686135116	7.257765558	5.633870801	6.901371622	6.559086829	8.085825253	7.623089552	6.971277544	6.284373955	4.580053293	7.710504058	7.583066943	5.20080672	5.394068405	5.10941926	6.337392171	5.567663911	6.762663235	4.325534222	5.865999503	7.359742363	6.10946705	6.783596852	6.971277544	6.821893928	7.317528499	6.391197033	6.742515101	6.862432498	5.222321082	8.662021579	6.425261941	5.884731574	4.812222644	5.652247542	7.873059462	5.921502926	6.196257815	5.838970226	5.497938918	4.919268324	5.838970226	4.614670733	5.243597611	4.266372739	NA	4.465046117	5.27761978	5.157311879	5.743657237	7.317528499	6.05970837	4.991690902	5.036926611	6.443485841	6.617737644	7.00332604	7.415993679	6.373242177	7.190820752	6.941228238	7.095103128	8.249614498	7.281492846	6.517663719	5.811783155	4.423544861	4.686135116	8.415134583	6.24907433	5.706842537	6.159551087	8.662021579	4.375807168	6.49821771	8.828470718	5.68959273	5.014967107	7.027709916	5.355076551	5.539422636	7.050601106	8.333563475	6.319439844	4.839045097	6.044196212	5.975176114	6.598395917	6.921360675	7.234358633	6.143327254	5.903707141	4.502728316	7.665024079	4.759441711	5.27761978	NA	4.893788527	6.53921901	5.614767165	7.763191911	5.457737487	5.956654547	5.334162247	5.414451137	5.179285301	4.543122056	7.936882921	5.670917096	4.645795495	6.703188454
Rhizosphere	NA	5.902147037	NA	6.821007579	NA	5.471365879	NA	4.478774702	NA	8.321740659	7.083353451	5.645301793	NA	NA	4.714678321	NA	5.507837858	NA	5.396259912	7.043333295	NA	4.997321181	7.290637922	NA	6.49557674	5.678555723	6.602941646	5.611690717	6.963313897	7.628237958	8.654143541	NA	NA	NA	5.283135897	7.124137753	NA	NA	NA	8.17144204	NA	8.028391477	NA	NA	5.83622493	4.862777546	4.612576583	7.439096818	NA	5.933280946	NA	NA	NA	6.857490513	6.750301306	NA	4.179156711	4.403938873	NA	6.678005557	NA	NA	NA	NA	7.000634225	NA	NA	NA	NA	5.07900709	NA	6.891988535	6.210247663	NA	6.057528949	NA	6.273198927	5.037388557	7.168291482	5.434041293	6.304857532	6.241899197	NA	NA	NA	6.336213943	6.161294533	6.927746009	NA	NA	4.910946616	7.849431238	6.399910966	NA	NA	NA	7.387311934	5.165755064	5.965920428	6.01336782	NA	5.204418232	6.01336782	5.710361484	4.767642987	NA	NA	NA	NA	5.868400258	NA	6.161294533	7.336623997	NA	NA	NA	5.758707398	6.430581149	5.361414031	4.548806131	5.242704989	NA	7.208647631	NA	6.786823737	6.639620417	5.758707398	4.953403643	NA	7.706599164	NA	4.665602077	NA	7.849431238	NA	6.11718033	8.475530741	NA	NA	NA	7.248238642	5.323647595	8.869919167	NA	NA	NA	5.124271185	6.460829613	NA	7.558141823	5.80366612	6.71536044	NA	NA	7.497891946	4.814518856	6.53180086	NA	5.544352011	NA	6.36827439	9.305196837	NA	NA	NA	4.313668899	NA	NA	6.568016712	5.577965199	6.085292391	NA
Leaves	4.329450128	6.970906134	6.196882464	6.888003523	5.911764528	4.381392305	6.919115416	NA	6.826493473	6.039375329	4.924615779	5.726379342	7.332431025	4.590633017	5.490363322	6.003665654	5.215091474	6.919115416	6.511328686	7.041339467	7.017118468	6.306826456	7.595164594	7.486989843	5.763367805	5.10941926	6.867968707	5.295320412	6.398834434	7.908233231	8.312770726	6.215725348	6.234098049	4.924615779	5.31910876	7.110554933	5.135037556	5.57296851	7.135919026	8.700989802	6.088418525	7.788807719	6.724143767	7.0876891	7.390914668	4.800476742	8.397979295	8.140409336	5.158957777	6.022138982	4.268717228	5.853830182	5.835462664	4.855947258	NA	4.429964821	5.68959273	6.177818041	5.929613961	6.992209213	6.361850053	6.063476283	7.186814818	5.248229508	7.16156084	6.288196027	7.280645283	7.064610081	6.692249279	7.420193279	4.961416999	6.625660823	6.116188155	NA	6.415947745	6.158942463	5.03450621	4.712781918	6.434677963	4.179156711	5.967158741	6.806002843	5.342245121	6.786406787	6.692249279	7.255939132	6.564222444	7.231858082	7.305296111	6.324358376	6.343493737	8.015712906	6.765051975	4.884847647	5.592855869	5.797688779	8.594295499	5.612090747	6.251544777	5.437230519	5.512098553	5.08299482	5.437230519	5.011655274	5.057689755	4.656048917	5.780437844	5.382440662	5.707525384	5.892592651	5.670238353	6.564222444	6.744032003	4.683734028	NA	5.272126612	7.556647599	7.638127532	7.361888284	5.947772472	6.270033706	6.470026345	6.847665706	8.820678188	8.225891127	6.950045969	5.469637946	4.744307368	6.063476283	7.732587653	5.631776947	7.209131253	6.625660823	8.015712906	4.77361969	7.682556014	9.305196837	5.872928376	5.403962619	6.594868482	4.552969108	5.81669076	6.452700741	9.000896735	6.116188155	4.827964642	5.55337967	NA	5.74560343	6.490510908	6.659673002	6.53276965	5.650912763	6.142135506	7.844767467	4.512040204	4.472129113	5.181683961	5.533530236	4.987183657	4.625445748	8.491605592	6.380529808	5.985483696	7.452415391	5.215091474	NA	NA	7.520573511	NA	NA	5.363053765
Roots	5.567268931	7.705469305	NA	NA	6.138458089	4.992022464	6.598655716	4.90844903	6.832592595	6.576320302	5.281487423	5.498494091	6.764137299	4.582029341	5.545730072	6.024300867	4.877864553	6.157069563	5.378832967	6.740915731	6.043308703	5.043717481	6.946684957	6.119374081	6.99336592	4.815177168	6.923838479	5.254836637	6.300455991	7.346001007	8.983420509	7.15411173	6.177818041	6.442740996	5.426879046	NA	7.654106901	6.856018141	NA	8.795854962	NA	7.606088839	7.047804304	6.280093283	6.695123093	NA	7.411285821	7.286784479	NA	5.983770991	4.493168986	6.341163533	5.333553783	5.61080166	NA	5.307490666	4.275833273	4.686312204	5.758084218	7.073574411	6.671001191	4.769973855	7.2328189	5.155478277	6.506405518	6.529643191	7.825233256	7.765372379	6.798458229	5.475176088	NA	6.372017292	6.461201779	4.179156711	5.858458602	NA	5.9016972	5.837911771	5.070239707	4.621344408	6.402290491	7.521461878	5.675328041	6.55352196	6.798458229	6.421840199	7.111796817	5.922201171	7.446147883	5.941997678	5.817225223	8.294294035	6.23981297	6.259422835	4.718857431	NA	8.150643357	5.452023808	6.372017292	6.08854385	5.180765493	5.018612562	6.08854385	4.846111983	5.653776587	NA	NA	NA	5.777230241	5.632581263	5.963159713	7.111796817	6.646200569	5.716589914	4.341250275	5.589327538	6.718799702	6.900815069	7.207572461	6.061105794	6.621148016	6.320353643	6.969764476	7.971595581	8.549072997	NA	4.655660068	NA	4.769973855	8.437578334	7.021261017	6.198793605	6.003910658	8.294294035	NA	7.561888584	9.305196837	5.696279534	5.099597818	7.379208439	NA	5.230204587	7.314682162	8.058495899	6.877619433	4.936227711	6.2200174	5.128484129	4.44909208	7.259783191	7.484177501	6.482686561	5.522876433	4.539422681	7.182782718	NA	5.737882406	NA	NA	5.879729897	4.963585219	8.667019149	NA	5.796135994	NA	5.402797639	4.398095181	5.357545287	7.89379656	5.205451622	NA	NA
Rhizosphere	4.45171554	5.487680332	NA	6.220617582	6.654006017	4.65958118	5.853830182	4.179156711	6.749299823	8.542318431	7.197939614	6.137938446	6.582291828	NA	5.464522017	6.05970837	5.390612653	5.790729766	5.512098553	7.0876891	5.875327599	6.24063127	7.643802881	NA	6.957702508	5.025961683	6.177818041	5.367834985	6.726653241	8.333563475	8.792247565	6.281485164	7.595164594	4.943036103	5.646208459	6.559086829	6.678508457	NA	7.113785291	8.429411644	4.586036068	7.959417108	6.446493574	NA	6.041491053	4.759441711	5.68959273	7.81569554	NA	6.934593792	NA	6.535603037	NA	7.474007877	6.511328686	NA	4.276824681	4.790617533	NA	6.981509467	5.772000374	NA	7.435881681	5.215091474	6.604888323	6.385228991	6.865555295	NA	7.319874744	4.999687907	NA	7.75423493	6.796100811	NA	5.70990693	4.821147619	5.602591221	4.690423902	7.552228347	4.625445748	6.364220045	7.007509954	5.981004201	5.73129872	7.319874744	6.425261941	7.263873647	6.911405401	NA	5.624367923	5.414451137	8.186850926	6.888003523	5.138150118	4.9712227	5.344918056	7.882438656	5.536118004	6.118516181	6.08727326	NA	5.190020836	6.08727326	NA	4.852520765	NA	NA	NA	NA	5.752347236	6.322213369	7.263873647	6.818529833	4.342884252	NA	5.580344451	5.959832567	7.171410919	6.842325869	5.440093076	6.156805538	6.343493737	7.369316591	6.199061686	7.695005144	6.487780889	5.833215738	NA	NA	8.980905529	5.164669793	5.31910876	4.724053033	8.186850926	NA	7.223102574	8.046952315	6.022138982	4.915214075	6.302185246	7.14239112	5.558125468	9.305196837	7.401512508	5.91865959	5.07965045	5.26613658	6.773310591	5.292487626	7.061762587	6.703188454	7.0354291	6.628476924	6.405121178	7.512382099	4.49604763	5.89752207	NA	5.667854364	4.884847647	6.465090531	8.662021579	NA	5.10941926	6.001423585	4.400393337	4.543122056	5.240090979	5.811783155	5.051531082	6.260600189	5.938572015
